"Date","MaxTemp","MinTemp","MeanTemp","Precip","MaxGust","HDD","CDD","Month","Year","DOW","HDD_1","HDD_2","CDD_1","CDD_2","IsBusinessDay","Holiday","MaxHDD","MaxCDD"
2018-08-29,18,11.8,14.9,1.4,48,0,4.9,"August",2018,"Wednesday",0,0,4.9,0.5,1,0,0,3
2018-08-30,18.6,10.2,14.4,0,47,0,4.4,"August",2018,"Thursday",0,0,4.9,4.9,1,0,0,3.6
2018-08-31,20.4,4.7,12.5,2.6,32,0,2.5,"August",2018,"Friday",0,0,4.4,4.9,1,0,0.3,5.4
2018-09-01,17.4,7.8,12.6,2.1,47,0,2.6,"September",2018,"Saturday",0,0,2.5,4.4,0,0,0,2.4
2018-09-02,18.3,4.1,11.2,0,34,0,1.2,"September",2018,"Sunday",0,0,2.6,2.5,0,0,0.9,3.3
2018-09-03,15.2,5.3,10.2,2.3,44,0,0.199999999999999,"September",2018,"Monday",0,0,1.2,2.6,0,1,0,0.199999999999999
2018-09-04,16,5.1,10.5,0,44,0,0.5,"September",2018,"Tuesday",0,0,0.199999999999999,1.2,1,0,0,1
2018-09-05,21.4,3.5,12.4,0,44,0,2.4,"September",2018,"Wednesday",0,0,0.5,0.199999999999999,1,0,1.5,6.4
2018-09-06,21.1,9.1,15.1,0,31,0,5.1,"September",2018,"Thursday",0,0,2.4,0.5,1,0,0,6.1
2018-09-07,26.1,9.9,18,0,31,0,8,"September",2018,"Friday",0,0,5.1,2.4,1,0,0,11.1
2018-09-08,17.7,9.4,13.6,0,31,0,3.6,"September",2018,"Saturday",0,0,8,5.1,0,0,0,2.7
2018-09-09,12.8,7.3,10.1,0,34,0,0.0999999999999996,"September",2018,"Sunday",0,0,3.6,8,0,0,0,0
2018-09-10,9.7,6.2,8,3,34,2,0,"September",2018,"Monday",0,0,0.0999999999999996,3.6,1,0,0,0
2018-09-11,13.7,4.1,8.9,1,34,1.1,0,"September",2018,"Tuesday",2,0,0,0.0999999999999996,1,0,0.9,0
2018-09-12,8.8,-1.5,3.6,4.2,41,6.4,0,"September",2018,"Wednesday",1.1,2,0,0,1,0,6.5,0
2018-09-13,1.3,-1.8,-0.2,2.7,41,10.2,0,"September",2018,"Thursday",6.4,1.1,0,0,1,0,6.8,0
2018-09-14,4,0.1,2,0,41,8,0,"September",2018,"Friday",10.2,6.4,0,0,1,0,4.9,0
2018-09-15,2.6,0.5,1.5,16.2,41,8.5,0,"September",2018,"Saturday",8,10.2,0,0,0,0,4.5,0
2018-09-16,3.3,1,2.2,10.8,41,7.8,0,"September",2018,"Sunday",8.5,8,0,0,0,0,4,0
2018-09-17,5.2,1.5,3.3,0.2,41,6.7,0,"September",2018,"Monday",7.8,8.5,0,0,1,0,3.5,0
2018-09-18,12.7,0.6,6.6,0,41,3.4,0,"September",2018,"Tuesday",6.7,7.8,0,0,1,0,4.4,0
2018-09-19,14.2,-1.1,6.5,0,41,3.5,0,"September",2018,"Wednesday",3.4,6.7,0,0,1,0,6.1,0
2018-09-20,9.6,1.4,5.5,0,35,4.5,0,"September",2018,"Thursday",3.5,3.4,0,0,1,0,3.6,0
2018-09-21,2.3,-0.1,1.1,9.6,35,8.9,0,"September",2018,"Friday",4.5,3.5,0,0,1,0,5.1,0
2018-09-22,1,-1.2,-0.1,5.1,35,10.1,0,"September",2018,"Saturday",8.9,4.5,0,0,0,0,6.2,0
2018-09-23,8.3,-0.1,4.1,0,35,5.9,0,"September",2018,"Sunday",10.1,8.9,0,0,0,0,5.1,0
2018-09-24,12.7,4,8.3,0.2,44,1.7,0,"September",2018,"Monday",5.9,10.1,0,0,1,0,1,0
2018-09-25,17.1,0.3,8.7,0,44,1.3,0,"September",2018,"Tuesday",1.7,5.9,0,0,1,0,4.7,2.1
2018-09-26,13.8,6.5,10.2,0.9,38,0,0.199999999999999,"September",2018,"Wednesday",1.3,1.7,0,0,1,0,0,0
2018-09-27,9.1,2.6,5.8,0,38,4.2,0,"September",2018,"Thursday",0,1.3,0.199999999999999,0,1,0,2.4,0
2018-09-28,8.6,1.6,5.1,0,38,4.9,0,"September",2018,"Friday",4.2,0,0,0.199999999999999,1,0,3.4,0
2018-09-29,3.2,-1.7,0.8,0,38,9.2,0,"September",2018,"Saturday",4.9,4.2,0,0,0,0,6.7,0
2018-09-30,5.5,-1.6,2,0,32,8,0,"September",2018,"Sunday",9.2,4.9,0,0,0,0,6.6,0
2018-10-01,4.3,-0.7,1.8,0,32,8.2,0,"October",2018,"Monday",8,9.2,0,0,1,0,5.7,0
2018-10-02,4.1,-4.2,-0.1,0.2,32,10.1,0,"October",2018,"Tuesday",8.2,8,0,0,1,0,9.2,0
2018-10-03,7.3,-3.5,1.9,0,31,8.1,0,"October",2018,"Wednesday",10.1,8.2,0,0,1,0,8.5,0
2018-10-04,9.9,-2.2,3.8,0,33,6.2,0,"October",2018,"Thursday",8.1,10.1,0,0,1,0,7.2,0
2018-10-05,10.2,-3.3,3.5,0,33,6.5,0,"October",2018,"Friday",6.2,8.1,0,0,1,0,8.3,0
2018-10-06,11.2,-2.2,4.5,0,33,5.5,0,"October",2018,"Saturday",6.5,6.2,0,0,0,0,7.2,0
2018-10-07,7.4,-1.8,2.8,3.9,34,7.2,0,"October",2018,"Sunday",5.5,6.5,0,0,0,0,6.8,0
2018-10-08,-1.8,-3.8,-2.8,1.4,35,12.8,0,"October",2018,"Monday",7.2,5.5,0,0,0,1,8.8,0
2018-10-09,-1.9,-5,-3.4,0.2,35,13.4,0,"October",2018,"Tuesday",12.8,7.2,0,0,1,0,10,0
2018-10-10,0.6,-3,-1.2,0,31,11.2,0,"October",2018,"Wednesday",13.4,12.8,0,0,1,0,8,0
2018-10-11,5.5,-1,2.3,0.7,31,7.7,0,"October",2018,"Thursday",11.2,13.4,0,0,1,0,6,0
2018-10-12,6.2,-1,2.6,8.1,49,7.4,0,"October",2018,"Friday",7.7,11.2,0,0,1,0,6,0
2018-10-13,1.5,-3.5,-1,0,34,11,0,"October",2018,"Saturday",7.4,7.7,0,0,0,0,8.5,0
2018-10-14,11.8,-4.9,3.4,0,34,6.6,0,"October",2018,"Sunday",11,7.4,0,0,0,0,9.9,0
2018-10-15,13.9,7.7,10.8,0,35,0,0.800000000000001,"October",2018,"Monday",6.6,11,0,0,1,0,0,0
2018-10-16,17.8,1.4,9.6,0,35,0.4,0,"October",2018,"Tuesday",0,6.6,0.800000000000001,0,1,0,3.6,2.8
2018-10-17,24.7,2.9,13.8,0,35,0,3.8,"October",2018,"Wednesday",0.4,0,0,0.800000000000001,1,0,2.1,9.7
2018-10-18,17.1,5.2,11.1,0,44,0,1.1,"October",2018,"Thursday",0,0.4,3.8,0,1,0,0,2.1
2018-10-19,14.6,-1.7,6.5,0,44,3.5,0,"October",2018,"Friday",0,0,1.1,3.8,1,0,6.7,0
2018-10-20,17.3,3,10.2,0,46,0,0.199999999999999,"October",2018,"Saturday",3.5,0,0,1.1,0,0,2,2.3
2018-10-21,12.4,0.6,6.5,0,32,3.5,0,"October",2018,"Sunday",0,3.5,0.199999999999999,0,0,0,4.4,0
2018-10-22,14.4,-2.9,5.7,0,36,4.3,0,"October",2018,"Monday",3.5,0,0,0.199999999999999,1,0,7.9,0
2018-10-23,13.5,-0.4,6.6,0,33,3.4,0,"October",2018,"Tuesday",4.3,3.5,0,0,1,0,5.4,0
2018-10-24,14,-1.4,6.3,0,33,3.7,0,"October",2018,"Wednesday",3.4,4.3,0,0,1,0,6.4,0
2018-10-25,16.5,1.4,8.9,0,37,1.1,0,"October",2018,"Thursday",3.7,3.4,0,0,1,0,3.6,1.5
2018-10-26,12.9,-0.3,6.3,0,41,3.7,0,"October",2018,"Friday",1.1,3.7,0,0,1,0,5.3,0
2018-10-27,10.7,0.2,5.4,0,55,4.6,0,"October",2018,"Saturday",3.7,1.1,0,0,0,0,4.8,0
2018-10-28,8.4,-2.5,2.9,1.2,44,7.1,0,"October",2018,"Sunday",4.6,3.7,0,0,0,0,7.5,0
2018-10-29,8.8,0.9,4.8,0,36,5.2,0,"October",2018,"Monday",7.1,4.6,0,0,1,0,4.1,0
2018-10-30,8.2,0.4,4.3,0,35,5.7,0,"October",2018,"Tuesday",5.2,7.1,0,0,1,0,4.6,0
2018-10-31,8.2,-3.3,2.5,0,35,7.5,0,"October",2018,"Wednesday",5.7,5.2,0,0,1,0,8.3,0
2018-11-01,3.4,-0.7,1.4,0,34,8.6,0,"November",2018,"Thursday",7.5,5.7,0,0,1,0,5.7,0
2018-11-02,-0.5,-2.2,-1.4,0,34,11.4,0,"November",2018,"Friday",8.6,7.5,0,0,1,0,7.2,0
2018-11-03,6.9,-4.9,1,0,34,9,0,"November",2018,"Saturday",11.4,8.6,0,0,0,0,9.9,0
2018-11-04,2.4,-6.2,-1.9,2.6,48,11.9,0,"November",2018,"Sunday",9,11.4,0,0,0,0,11.2,0
2018-11-05,-6.2,-10.9,-8.6,0.8,39,18.6,0,"November",2018,"Monday",11.9,9,0,0,1,0,15.9,0
2018-11-06,-9.9,-13.3,-11.6,0,39,21.6,0,"November",2018,"Tuesday",18.6,11.9,0,0,1,0,18.3,0
2018-11-07,-5.7,-11.6,-8.6,0.2,39,18.6,0,"November",2018,"Wednesday",21.6,18.6,0,0,1,0,16.6,0
2018-11-08,-8.5,-14.7,-11.6,0,32,21.6,0,"November",2018,"Thursday",18.6,21.6,0,0,1,0,19.7,0
2018-11-09,3.2,-11.5,-4.1,1.5,32,14.1,0,"November",2018,"Friday",21.6,18.6,0,0,1,0,16.5,0
2018-11-10,2.5,-3.3,-0.4,0.4,38,10.4,0,"November",2018,"Saturday",14.1,21.6,0,0,0,0,8.3,0
2018-11-11,-3.3,-10.7,-7,0,38,17,0,"November",2018,"Sunday",10.4,14.1,0,0,0,1,15.7,0
2018-11-12,4.9,-8.2,-1.7,0,38,11.7,0,"November",2018,"Monday",17,10.4,0,0,1,0,13.2,0
2018-11-13,9.1,-1.1,4,0,38,6,0,"November",2018,"Tuesday",11.7,17,0,0,1,0,6.1,0
2018-11-14,10.6,2.3,6.4,0,38,3.6,0,"November",2018,"Wednesday",6,11.7,0,0,1,0,2.7,0
2018-11-15,4.2,-5.6,-0.7,4.5,43,10.7,0,"November",2018,"Thursday",3.6,6,0,0,1,0,10.6,0
2018-11-16,-5.6,-15.7,-10.6,0.4,42,20.6,0,"November",2018,"Friday",10.7,3.6,0,0,1,0,20.7,0
2018-11-17,-2.7,-16.1,-9.4,0.7,42,19.4,0,"November",2018,"Saturday",20.6,10.7,0,0,0,0,21.1,0
2018-11-18,4,-4.7,-0.4,3.4,33,10.4,0,"November",2018,"Sunday",19.4,20.6,0,0,0,0,9.7,0
2018-11-19,6.7,-4.3,1.2,0,33,8.8,0,"November",2018,"Monday",10.4,19.4,0,0,1,0,9.3,0
2018-11-20,8.7,-2.3,3.2,0,33,6.8,0,"November",2018,"Tuesday",8.8,10.4,0,0,1,0,7.3,0
2018-11-21,7.2,-0.8,3.2,0,33,6.8,0,"November",2018,"Wednesday",6.8,8.8,0,0,1,0,5.8,0
2018-11-22,6.3,-1.9,2.2,0,33,7.8,0,"November",2018,"Thursday",6.8,6.8,0,0,1,0,6.9,0
2018-11-23,1.4,-6.6,-2.6,0,33,12.6,0,"November",2018,"Friday",7.8,6.8,0,0,1,0,11.6,0
2018-11-24,-3.5,-7.6,-5.6,0,33,15.6,0,"November",2018,"Saturday",12.6,7.8,0,0,0,0,12.6,0
2018-11-25,4,-4.9,-0.4,0,33,10.4,0,"November",2018,"Sunday",15.6,12.6,0,0,0,0,9.9,0
2018-11-26,-0.7,-6.1,-3.4,0,34,13.4,0,"November",2018,"Monday",10.4,15.6,0,0,1,0,11.1,0
2018-11-27,-1,-3.2,-2.1,0,34,12.1,0,"November",2018,"Tuesday",13.4,10.4,0,0,1,0,8.2,0
2018-11-28,4.5,-5.4,-0.5,0,34,10.5,0,"November",2018,"Wednesday",12.1,13.4,0,0,1,0,10.4,0
2018-11-29,4.6,-3.5,0.6,0,34,9.4,0,"November",2018,"Thursday",10.5,12.1,0,0,1,0,8.5,0
2018-11-30,3,-2,0.5,0.8,34,9.5,0,"November",2018,"Friday",9.4,10.5,0,0,1,0,7,0
2018-12-01,-1,-5.3,-3.2,2.3,34,13.2,0,"December",2018,"Saturday",9.5,9.4,0,0,0,0,10.3,0
2018-12-02,-4.4,-6.4,-5.4,9,33,15.4,0,"December",2018,"Sunday",13.2,9.5,0,0,0,0,11.4,0
2018-12-03,-3.7,-14.6,-9.1,2.9,31,19.1,0,"December",2018,"Monday",15.4,13.2,0,0,1,0,19.6,0
2018-12-04,-1.5,-15.4,-8.4,0,62,18.4,0,"December",2018,"Tuesday",19.1,15.4,0,0,1,0,20.4,0
2018-12-05,-6.1,-12,-9.1,0,46,19.1,0,"December",2018,"Wednesday",18.4,19.1,0,0,1,0,17,0
2018-12-06,-6.8,-15.8,-11.3,0,46,21.3,0,"December",2018,"Thursday",19.1,18.4,0,0,1,0,20.8,0
2018-12-07,-8.2,-18,-13.1,0,46,23.1,0,"December",2018,"Friday",21.3,19.1,0,0,1,0,23,0
2018-12-08,-3.6,-13.2,-8.4,0,46,18.4,0,"December",2018,"Saturday",23.1,21.3,0,0,0,0,18.2,0
2018-12-09,-1.1,-12.1,-6.6,0,46,16.6,0,"December",2018,"Sunday",18.4,23.1,0,0,0,0,17.1,0
2018-12-10,2.5,-8.7,-3.1,3,46,13.1,0,"December",2018,"Monday",16.6,18.4,0,0,1,0,13.7,0
2018-12-11,-2.1,-9.4,-5.8,0,46,15.8,0,"December",2018,"Tuesday",13.1,16.6,0,0,1,0,14.4,0
2018-12-12,4.1,-3.9,0.1,0,54,9.9,0,"December",2018,"Wednesday",15.8,13.1,0,0,1,0,8.9,0
2018-12-13,6.3,-4.2,1.1,0,54,8.9,0,"December",2018,"Thursday",9.9,15.8,0,0,1,0,9.2,0
2018-12-14,5.6,-4.5,0.5,0,31,9.5,0,"December",2018,"Friday",8.9,9.9,0,0,1,0,9.5,0
2018-12-15,5.2,-8.9,-1.8,0,66,11.8,0,"December",2018,"Saturday",9.5,8.9,0,0,0,0,13.9,0
2018-12-16,-3.7,-11.3,-7.5,0,43,17.5,0,"December",2018,"Sunday",11.8,9.5,0,0,0,0,16.3,0
2018-12-17,-0.6,-9.8,-5.2,0,43,15.2,0,"December",2018,"Monday",17.5,11.8,0,0,1,0,14.8,0
2018-12-18,3.6,-7.3,-1.9,0,43,11.9,0,"December",2018,"Tuesday",15.2,17.5,0,0,1,0,12.3,0
2018-12-19,6.3,-6.8,-0.3,0,43,10.3,0,"December",2018,"Wednesday",11.9,15.2,0,0,1,0,11.8,0
2018-12-20,2.6,-8,-2.7,0,47,12.7,0,"December",2018,"Thursday",10.3,11.9,0,0,1,0,13,0
2018-12-21,0.2,-4.4,-2.1,0,64,12.1,0,"December",2018,"Friday",12.7,10.3,0,0,1,0,9.4,0
2018-12-22,-2.9,-12.3,-7.6,0,34,17.6,0,"December",2018,"Saturday",12.1,12.7,0,0,0,0,17.3,0
2018-12-23,-5.6,-12.5,-9.1,0,34,19.1,0,"December",2018,"Sunday",17.6,12.1,0,0,0,0,17.5,0
2018-12-24,-6.3,-12.9,-9.6,0,34,19.6,0,"December",2018,"Monday",19.1,17.6,0,0,1,0,17.9,0
2018-12-25,-5.3,-10,-7.6,1.6,34,17.6,0,"December",2018,"Tuesday",19.6,19.1,0,0,0,1,15,0
2018-12-26,-9.6,-18.4,-14,0,34,24,0,"December",2018,"Wednesday",17.6,19.6,0,0,0,1,23.4,0
2018-12-27,-8.3,-16.1,-12.2,0,34,22.2,0,"December",2018,"Thursday",24,17.6,0,0,1,0,21.1,0
2018-12-28,-2.2,-12.2,-7.2,0.2,34,17.2,0,"December",2018,"Friday",22.2,24,0,0,1,0,17.2,0
2018-12-29,-2.2,-5.9,-4,5.3,33,14,0,"December",2018,"Saturday",17.2,22.2,0,0,0,0,10.9,0
2018-12-30,-5.3,-20.3,-12.8,0.5,41,22.8,0,"December",2018,"Sunday",14,17.2,0,0,0,0,25.3,0
2018-12-31,-7,-23,-15,0.5,41,25,0,"December",2018,"Monday",22.8,14,0,0,1,0,28,0
2019-01-01,2.9,-10.8,-4,1,36,14,0,"January",2019,"Tuesday",25,22.8,0,0,0,1,15.8,0
2019-01-02,8.6,1.2,4.9,0,33,5.1,0,"January",2019,"Wednesday",14,25,0,0,1,0,3.8,0
2019-01-03,5.5,-1.2,2.2,0,33,7.8,0,"January",2019,"Thursday",5.1,14,0,0,1,0,6.2,0
2019-01-04,-1,-4.8,-2.9,3.1,33,12.9,0,"January",2019,"Friday",7.8,5.1,0,0,1,0,9.8,0
2019-01-05,-3.7,-5.9,-4.8,0,39,14.8,0,"January",2019,"Saturday",12.9,7.8,0,0,0,0,10.9,0
2019-01-06,-3.5,-6.4,-5,0.6,37,15,0,"January",2019,"Sunday",14.8,12.9,0,0,0,0,11.4,0
2019-01-07,-6.4,-18.7,-12.6,0.3,37,22.6,0,"January",2019,"Monday",15,14.8,0,0,1,0,23.7,0
2019-01-08,-10.2,-22.4,-16.3,0,37,26.3,0,"January",2019,"Tuesday",22.6,15,0,0,1,0,27.4,0
2019-01-09,-7.7,-13.8,-10.7,0.5,42,20.7,0,"January",2019,"Wednesday",26.3,22.6,0,0,1,0,18.8,0
2019-01-10,-8.9,-16.4,-12.6,0,42,22.6,0,"January",2019,"Thursday",20.7,26.3,0,0,1,0,21.4,0
2019-01-11,-2.6,-14.3,-8.5,0,42,18.5,0,"January",2019,"Friday",22.6,20.7,0,0,1,0,19.3,0
2019-01-12,1.5,-8.1,-3.3,0,42,13.3,0,"January",2019,"Saturday",18.5,22.6,0,0,0,0,13.1,0
2019-01-13,-3.9,-11.4,-7.6,0,42,17.6,0,"January",2019,"Sunday",13.3,18.5,0,0,0,0,16.4,0
2019-01-14,3.9,-9.3,-2.7,0,42,12.7,0,"January",2019,"Monday",17.6,13.3,0,0,1,0,14.3,0
2019-01-15,-1,-11.5,-6.2,0,42,16.2,0,"January",2019,"Tuesday",12.7,17.6,0,0,1,0,16.5,0
2019-01-16,-10.9,-16,-13.4,0,42,23.4,0,"January",2019,"Wednesday",16.2,12.7,0,0,1,0,21,0
2019-01-17,-15.4,-20.6,-18,0.2,42,28,0,"January",2019,"Thursday",23.4,16.2,0,0,1,0,25.6,0
2019-01-18,-14.3,-17.2,-15.7,0.9,42,25.7,0,"January",2019,"Friday",28,23.4,0,0,1,0,22.2,0
2019-01-19,-12.1,-16.1,-14.1,0,37,24.1,0,"January",2019,"Saturday",25.7,28,0,0,0,0,21.1,0
2019-01-20,2.2,-12.8,-5.3,0,37,15.3,0,"January",2019,"Sunday",24.1,25.7,0,0,0,0,17.8,0
2019-01-21,1.3,-9.4,-4,0.2,37,14,0,"January",2019,"Monday",15.3,24.1,0,0,1,0,14.4,0
2019-01-22,0,-10.7,-5.4,0.5,37,15.4,0,"January",2019,"Tuesday",14,15.3,0,0,1,0,15.7,0
2019-01-23,-1.3,-20.8,-11.1,0.6,41,21.1,0,"January",2019,"Wednesday",15.4,14,0,0,1,0,25.8,0
2019-01-24,1.1,-21.9,-10.4,0,37,20.4,0,"January",2019,"Thursday",21.1,15.4,0,0,1,0,26.9,0
2019-01-25,4,-5.8,-0.9,0.3,33,10.9,0,"January",2019,"Friday",20.4,21.1,0,0,1,0,10.8,0
2019-01-26,7.6,2.7,5.2,0,33,4.8,0,"January",2019,"Saturday",10.9,20.4,0,0,0,0,2.3,0
2019-01-27,9.3,-3.3,3,0.4,62,7,0,"January",2019,"Sunday",4.8,10.9,0,0,0,0,8.3,0
2019-01-28,-3.2,-13.4,-8.3,0,31,18.3,0,"January",2019,"Monday",7,4.8,0,0,1,0,18.4,0
2019-01-29,-8.9,-16,-12.5,0,31,22.5,0,"January",2019,"Tuesday",18.3,7,0,0,1,0,21,0
2019-01-30,2.6,-11.7,-4.5,3.1,31,14.5,0,"January",2019,"Wednesday",22.5,18.3,0,0,1,0,16.7,0
2019-01-31,4.4,-14.1,-4.8,0.7,35,14.8,0,"January",2019,"Thursday",14.5,22.5,0,0,1,0,19.1,0
2019-02-01,-14.1,-20.3,-17.2,4.4,34,27.2,0,"February",2019,"Friday",14.8,14.5,0,0,1,0,25.3,0
2019-02-02,-20.1,-27.2,-23.7,2,31,33.7,0,"February",2019,"Saturday",27.2,14.8,0,0,0,0,32.2,0
2019-02-03,-26.9,-29.9,-28.4,1.3,33,38.4,0,"February",2019,"Sunday",33.7,27.2,0,0,0,0,34.9,0
2019-02-04,-24.7,-29.5,-27.1,1.3,33,37.1,0,"February",2019,"Monday",38.4,33.7,0,0,1,0,34.5,0
2019-02-05,-21.8,-32.8,-27.3,0.2,33,37.3,0,"February",2019,"Tuesday",37.1,38.4,0,0,1,0,37.8,0
2019-02-06,-19,-28,-23.5,0,33,33.5,0,"February",2019,"Wednesday",37.3,37.1,0,0,1,0,33,0
2019-02-07,-16.8,-27.3,-22.1,0,33,32.1,0,"February",2019,"Thursday",33.5,37.3,0,0,1,0,32.3,0
2019-02-08,-20.2,-26.4,-23.3,0.2,34,33.3,0,"February",2019,"Friday",32.1,33.5,0,0,1,0,31.4,0
2019-02-09,-20.4,-30.8,-25.6,0.2,34,35.6,0,"February",2019,"Saturday",33.3,32.1,0,0,0,0,35.8,0
2019-02-10,-21.4,-29,-25.2,0,34,35.2,0,"February",2019,"Sunday",35.6,33.3,0,0,0,0,34,0
2019-02-11,-20.3,-24.1,-22.2,1.4,34,32.2,0,"February",2019,"Monday",35.2,35.6,0,0,1,0,29.1,0
2019-02-12,-17.8,-30,-23.9,0,34,33.9,0,"February",2019,"Tuesday",32.2,35.2,0,0,1,0,35,0
2019-02-13,-14.2,-28.1,-21.1,0,34,31.1,0,"February",2019,"Wednesday",33.9,32.2,0,0,1,0,33.1,0
2019-02-14,-14.4,-26.2,-20.3,0,34,30.3,0,"February",2019,"Thursday",31.1,33.9,0,0,1,0,31.2,0
2019-02-15,-19.9,-25.5,-22.7,1,34,32.7,0,"February",2019,"Friday",30.3,31.1,0,0,1,0,30.5,0
2019-02-16,-14.3,-20.1,-17.2,1.7,34,27.2,0,"February",2019,"Saturday",32.7,30.3,0,0,0,0,25.1,0
2019-02-17,-16.8,-20.3,-18.5,0,34,28.5,0,"February",2019,"Sunday",27.2,32.7,0,0,0,0,25.3,0
2019-02-18,-14.1,-25.5,-19.8,0,36,29.8,0,"February",2019,"Monday",28.5,27.2,0,0,0,1,30.5,0
2019-02-19,-1.7,-19,-10.3,0,31,20.3,0,"February",2019,"Tuesday",29.8,28.5,0,0,1,0,24,0
2019-02-20,-3.5,-14.2,-8.9,0.4,37,18.9,0,"February",2019,"Wednesday",20.3,29.8,0,0,1,0,19.2,0
2019-02-21,-10.4,-19.5,-15,0.2,32,25,0,"February",2019,"Thursday",18.9,20.3,0,0,1,0,24.5,0
2019-02-22,0,-15.2,-7.6,0,37,17.6,0,"February",2019,"Friday",25,18.9,0,0,1,0,20.2,0
2019-02-23,-11.7,-18.4,-15,0,41,25,0,"February",2019,"Saturday",17.6,25,0,0,0,0,23.4,0
2019-02-24,-12.5,-23.7,-18.1,0,41,28.1,0,"February",2019,"Sunday",25,17.6,0,0,0,0,28.7,0
2019-02-25,-10.3,-30.3,-20.3,0,41,30.3,0,"February",2019,"Monday",28.1,25,0,0,1,0,35.3,0
2019-02-26,-7.2,-28.8,-18,0,41,28,0,"February",2019,"Tuesday",30.3,28.1,0,0,1,0,33.8,0
2019-02-27,-1,-16.7,-8.9,0,32,18.9,0,"February",2019,"Wednesday",28,30.3,0,0,1,0,21.7,0
2019-02-28,-6.1,-16.7,-11.4,0,36,21.4,0,"February",2019,"Thursday",18.9,28,0,0,1,0,21.7,0
2019-03-01,-16.7,-25.1,-20.9,0,31,30.9,0,"March",2019,"Friday",21.4,18.9,0,0,1,0,30.1,0
2019-03-02,-18.2,-28,-23.1,0,31,33.1,0,"March",2019,"Saturday",30.9,21.4,0,0,0,0,33,0
2019-03-03,-12.2,-25.4,-18.8,0,31,28.8,0,"March",2019,"Sunday",33.1,30.9,0,0,0,0,30.4,0
2019-03-04,-5,-23.3,-14.2,0,33,24.2,0,"March",2019,"Monday",28.8,33.1,0,0,1,0,28.3,0
2019-03-05,-10,-16.7,-13.3,0,33,23.3,0,"March",2019,"Tuesday",24.2,28.8,0,0,1,0,21.7,0
2019-03-06,-10.6,-19.1,-14.9,0,42,24.9,0,"March",2019,"Wednesday",23.3,24.2,0,0,1,0,24.1,0
2019-03-07,-6.7,-17.5,-12.1,0,32,22.1,0,"March",2019,"Thursday",24.9,23.3,0,0,1,0,22.5,0
2019-03-08,-5.7,-13,-9.4,3.3,32,19.4,0,"March",2019,"Friday",22.1,24.9,0,0,1,0,18,0
2019-03-09,-1,-11.3,-6.2,0,32,16.2,0,"March",2019,"Saturday",19.4,22.1,0,0,0,0,16.3,0
2019-03-10,1.4,-16.6,-7.6,0.2,32,17.6,0,"March",2019,"Sunday",16.2,19.4,0,0,0,0,21.6,0
2019-03-11,8.8,-8.2,0.3,0,32,9.7,0,"March",2019,"Monday",17.6,16.2,0,0,1,0,13.2,0
2019-03-12,5.1,-5,0,0,42,10,0,"March",2019,"Tuesday",9.7,17.6,0,0,1,0,10,0
2019-03-13,5.3,-5.7,-0.2,0,42,10.2,0,"March",2019,"Wednesday",10,9.7,0,0,1,0,10.7,0
2019-03-14,5.9,-10,-2.1,0,42,12.1,0,"March",2019,"Thursday",10.2,10,0,0,1,0,15,0
2019-03-15,5.7,-3.3,1.2,0,36,8.8,0,"March",2019,"Friday",12.1,10.2,0,0,1,0,8.3,0
2019-03-16,7.8,-10.5,-1.4,0,36,11.4,0,"March",2019,"Saturday",8.8,12.1,0,0,0,0,15.5,0
2019-03-17,10.3,-3,3.6,0,31,6.4,0,"March",2019,"Sunday",11.4,8.8,0,0,0,0,8,0
2019-03-18,12.2,-2.3,4.9,0,31,5.1,0,"March",2019,"Monday",6.4,11.4,0,0,1,0,7.3,0
2019-03-19,15.6,-1.6,7,0,31,3,0,"March",2019,"Tuesday",5.1,6.4,0,0,1,0,6.6,0.6
2019-03-20,16.7,-1.5,7.6,0,31,2.4,0,"March",2019,"Wednesday",3,5.1,0,0,1,0,6.5,1.7
2019-03-21,12.9,-3.5,4.7,0,31,5.3,0,"March",2019,"Thursday",2.4,3,0,0,1,0,8.5,0
2019-03-22,12.2,-1.2,5.5,0,31,4.5,0,"March",2019,"Friday",5.3,2.4,0,0,1,0,6.2,0
2019-03-23,9.3,-2.7,3.3,0,35,6.7,0,"March",2019,"Saturday",4.5,5.3,0,0,0,0,7.7,0
2019-03-24,2.4,-1.6,0.4,0,32,9.6,0,"March",2019,"Sunday",6.7,4.5,0,0,0,0,6.6,0
2019-03-25,2.9,0.1,1.5,0,32,8.5,0,"March",2019,"Monday",9.6,6.7,0,0,1,0,4.9,0
2019-03-26,4.4,0.6,2.5,1.4,32,7.5,0,"March",2019,"Tuesday",8.5,9.6,0,0,1,0,4.4,0
2019-03-27,5.1,0.4,2.8,0,32,7.2,0,"March",2019,"Wednesday",7.5,8.5,0,0,1,0,4.6,0
2019-03-28,8.8,-2.6,3.1,0,32,6.9,0,"March",2019,"Thursday",7.2,7.5,0,0,1,0,7.6,0
2019-03-29,10.2,-1.2,4.5,0,32,5.5,0,"March",2019,"Friday",6.9,7.2,0,0,1,0,6.2,0
2019-03-30,9.9,-1.4,4.3,0,37,5.7,0,"March",2019,"Saturday",5.5,6.9,0,0,0,0,6.4,0
2019-03-31,6.8,-1.7,2.5,0,37,7.5,0,"March",2019,"Sunday",5.7,5.5,0,0,0,0,6.7,0
2019-04-01,8.7,0.1,4.4,0,40,5.6,0,"April",2019,"Monday",7.5,5.7,0,0,1,0,4.9,0
